REFERENCE	 DEGRADED	 PESQMOS	 PESQMOS	 SUBJMOS	 COND	 SAMPLE_FREQ	 CRUDE_DELAY
 poema_aristizabal	 poema_aristizabal_20_41_decoded	 SQValue=2.162	 2.162	 0.000	 0	 8000	0.0040
 poema_aristizabal	 poema_aristizabal_20_42_decoded	 SQValue=1.980	 1.980	 0.000	 0	 8000	0.0120
 poema_aristizabal	 poema_aristizabal_20_43_decoded	 SQValue=2.392	 2.392	 0.000	 0	 8000	-5.7600
 poema_aristizabal	 poema_aristizabal_20_44_decoded	 SQValue=0.021	 0.021	 0.000	 0	 8000	-6.3760
 poema_aristizabal	 poema_aristizabal_20_45_decoded	 SQValue=2.882	 2.882	 0.000	 0	 8000	0.0040
 poema_aristizabal	 poema_aristizabal_20_46_decoded	 SQValue=1.808	 1.808	 0.000	 0	 8000	-4.7480
 poema_aristizabal	 poema_aristizabal_20_47_decoded	 SQValue=1.843	 1.843	 0.000	 0	 8000	-5.7720
 poema_aristizabal	 poema_aristizabal_20_48_decoded	 SQValue=2.218	 2.218	 0.000	 0	 8000	0.0040
 poema_aristizabal	 poema_aristizabal_20_49_decoded	 SQValue=1.825	 1.825	 0.000	 0	 8000	0.0040
 poema_aristizabal	 poema_aristizabal_20_50_decoded	 SQValue=2.890	 2.890	 0.000	 0	 8000	-5.7600
 poema_aristizabal	 poema_aristizabal_30_1_decoded	 SQValue=1.436	 1.436	 0.000	 0	 8000	0.0040
 poema_aristizabal	 poema_aristizabal_30_2_decoded	 SQValue=2.362	 2.362	 0.000	 0	 8000	0.0040
 poema_aristizabal	 poema_aristizabal_30_3_decoded	 SQValue=1.669	 1.669	 0.000	 0	 8000	-5.7520
 poema_aristizabal	 poema_aristizabal_30_4_decoded	 SQValue=1.609	 1.609	 0.000	 0	 8000	-3.4920
 poema_aristizabal	 poema_aristizabal_30_5_decoded	 SQValue=2.210	 2.210	 0.000	 0	 8000	-5.5520
 poema_aristizabal	 poema_aristizabal_30_6_decoded	 SQValue=0.177	 0.177	 0.000	 0	 8000	-1.6040
 poema_aristizabal	 poema_aristizabal_30_7_decoded	 SQValue=0.218	 0.218	 0.000	 0	 8000	-5.4920
 poema_aristizabal	 poema_aristizabal_30_8_decoded	 SQValue=0.218	 0.218	 0.000	 0	 8000	-5.4040
 poema_aristizabal	 poema_aristizabal_30_9_decoded	 SQValue=0.059	 0.059	 0.000	 0	 8000	-6.6600
 poema_aristizabal	 poema_aristizabal_30_10_decoded	 SQValue=2.137	 2.137	 0.000	 0	 8000	-6.6680
 poema_aristizabal	 poema_aristizabal_30_11_decoded	 SQValue=0.078	 0.078	 0.000	 0	 8000	-6.6600
 poema_aristizabal	 poema_aristizabal_30_12_decoded	 SQValue=1.783	 1.783	 0.000	 0	 8000	-5.5600
 poema_aristizabal	 poema_aristizabal_30_13_decoded	 SQValue=2.083	 2.083	 0.000	 0	 8000	-5.5840
 poema_aristizabal	 poema_aristizabal_30_14_decoded	 SQValue=0.093	 0.093	 0.000	 0	 8000	-1.6040
 poema_aristizabal	 poema_aristizabal_30_15_decoded	 SQValue=1.819	 1.819	 0.000	 0	 8000	-4.4960
 poema_aristizabal	 poema_aristizabal_30_16_decoded	 SQValue=2.931	 2.931	 0.000	 0	 8000	-6.3640
 poema_aristizabal	 poema_aristizabal_30_17_decoded	 SQValue=1.996	 1.996	 0.000	 0	 8000	-6.3520
 poema_aristizabal	 poema_aristizabal_30_18_decoded	 SQValue=1.854	 1.854	 0.000	 0	 8000	0.0120
 poema_aristizabal	 poema_aristizabal_30_19_decoded	 SQValue=2.319	 2.319	 0.000	 0	 8000	-6.3560
 poema_aristizabal	 poema_aristizabal_30_20_decoded	 SQValue=0.157	 0.157	 0.000	 0	 8000	-1.6000
 poema_aristizabal	 poema_aristizabal_30_21_decoded	 SQValue=0.033	 0.033	 0.000	 0	 8000	-6.3800
 poema_aristizabal	 poema_aristizabal_30_22_decoded	 SQValue=2.493	 2.493	 0.000	 0	 8000	0.0120
 poema_aristizabal	 poema_aristizabal_30_23_decoded	 SQValue=2.005	 2.005	 0.000	 0	 8000	-5.7640
 poema_aristizabal	 poema_aristizabal_30_24_decoded	 SQValue=1.677	 1.677	 0.000	 0	 8000	-5.5640
 poema_aristizabal	 poema_aristizabal_30_25_decoded	 SQValue=1.957	 1.957	 0.000	 0	 8000	-4.2240
 poema_aristizabal	 poema_aristizabal_30_26_decoded	 SQValue=0.232	 0.232	 0.000	 0	 8000	-5.5000
 poema_aristizabal	 poema_aristizabal_30_27_decoded	 SQValue=0.052	 0.052	 0.000	 0	 8000	-6.6680
 poema_aristizabal	 poema_aristizabal_30_28_decoded	 SQValue=1.842	 1.842	 0.000	 0	 8000	-5.5680
 poema_aristizabal	 poema_aristizabal_30_29_decoded	 SQValue=1.635	 1.635	 0.000	 0	 8000	-2.4040
 poema_aristizabal	 poema_aristizabal_30_30_decoded	 SQValue=2.129	 2.129	 0.000	 0	 8000	0.0120
 poema_aristizabal	 poema_aristizabal_30_31_decoded	 SQValue=1.942	 1.942	 0.000	 0	 8000	-5.4240
 poema_aristizabal	 poema_aristizabal_30_32_decoded	 SQValue=3.183	 3.183	 0.000	 0	 8000	-6.6640
 poema_aristizabal	 poema_aristizabal_30_33_decoded	 SQValue=1.868	 1.868	 0.000	 0	 8000	-6.3600
 poema_aristizabal	 poema_aristizabal_30_34_decoded	 SQValue=4.045	 4.045	 0.000	 0	 8000	-6.3520
 poema_aristizabal	 poema_aristizabal_30_35_decoded	 SQValue=4.013	 4.013	 0.000	 0	 8000	-6.6640
 poema_aristizabal	 poema_aristizabal_30_36_decoded	 SQValue=1.826	 1.826	 0.000	 0	 8000	-5.5680
 poema_aristizabal	 poema_aristizabal_30_37_decoded	 SQValue=4.013	 4.013	 0.000	 0	 8000	-6.6640
 poema_aristizabal	 poema_aristizabal_30_38_decoded	 SQValue=2.129	 2.129	 0.000	 0	 8000	-4.2400
 poema_aristizabal	 poema_aristizabal_30_39_decoded	 SQValue=1.970	 1.970	 0.000	 0	 8000	-5.5680
 poema_aristizabal	 poema_aristizabal_30_40_decoded	 SQValue=2.094	 2.094	 0.000	 0	 8000	-5.4080
 poema_aristizabal	 poema_aristizabal_30_41_decoded	 SQValue=2.587	 2.587	 0.000	 0	 8000	-6.3600
 poema_aristizabal	 poema_aristizabal_30_42_decoded	 SQValue=2.692	 2.692	 0.000	 0	 8000	-6.3480
 poema_aristizabal	 poema_aristizabal_30_43_decoded	 SQValue=0.233	 0.233	 0.000	 0	 8000	-5.4680
 poema_aristizabal	 poema_aristizabal_30_44_decoded	 SQValue=2.654	 2.654	 0.000	 0	 8000	-6.6680
 poema_aristizabal	 poema_aristizabal_30_45_decoded	 SQValue=1.704	 1.704	 0.000	 0	 8000	0.0040
 poema_aristizabal	 poema_aristizabal_30_46_decoded	 SQValue=2.388	 2.388	 0.000	 0	 8000	0.0120
 poema_aristizabal	 poema_aristizabal_30_47_decoded	 SQValue=0.197	 0.197	 0.000	 0	 8000	-5.5440
 poema_aristizabal	 poema_aristizabal_30_48_decoded	 SQValue=0.222	 0.222	 0.000	 0	 8000	-5.4760
 poema_aristizabal	 poema_aristizabal_30_49_decoded	 SQValue=2.470	 2.470	 0.000	 0	 8000	-6.3560
 poema_aristizabal	 poema_aristizabal_30_50_decoded	 SQValue=1.729	 1.729	 0.000	 0	 8000	-2.4000
 poema_aristizabal	 poema_aristizabal_40_1_decoded	 SQValue=0.156	 0.156	 0.000	 0	 8000	-1.6280
 poema_aristizabal	 poema_aristizabal_40_2_decoded	 SQValue=2.486	 2.486	 0.000	 0	 8000	-4.4880
 poema_aristizabal	 poema_aristizabal_40_3_decoded	 SQValue=1.716	 1.716	 0.000	 0	 8000	-5.5920
 poema_aristizabal	 poema_aristizabal_40_4_decoded	 SQValue=0.154	 0.154	 0.000	 0	 8000	-1.6040
 poema_aristizabal	 poema_aristizabal_40_5_decoded	 SQValue=2.421	 2.421	 0.000	 0	 8000	0.0120
 poema_aristizabal	 poema_aristizabal_40_6_decoded	 SQValue=0.072	 0.072	 0.000	 0	 8000	-6.6600
 poema_aristizabal	 poema_aristizabal_40_7_decoded	 SQValue=1.990	 1.990	 0.000	 0	 8000	-5.5160
 poema_aristizabal	 poema_aristizabal_40_8_decoded	 SQValue=1.936	 1.936	 0.000	 0	 8000	-5.5680
 poema_aristizabal	 poema_aristizabal_40_9_decoded	 SQValue=2.367	 2.367	 0.000	 0	 8000	0.0040
 poema_aristizabal	 poema_aristizabal_40_10_decoded	 SQValue=0.203	 0.203	 0.000	 0	 8000	-5.4040
 poema_aristizabal	 poema_aristizabal_40_11_decoded	 SQValue=0.095	 0.095	 0.000	 0	 8000	-1.5960
 poema_aristizabal	 poema_aristizabal_40_12_decoded	 SQValue=1.761	 1.761	 0.000	 0	 8000	-5.7480
 poema_aristizabal	 poema_aristizabal_40_13_decoded	 SQValue=2.712	 2.712	 0.000	 0	 8000	-6.3840
 poema_aristizabal	 poema_aristizabal_40_14_decoded	 SQValue=4.022	 4.022	 0.000	 0	 8000	-6.6640
 poema_aristizabal	 poema_aristizabal_40_15_decoded	 SQValue=2.781	 2.781	 0.000	 0	 8000	-6.6360
 poema_aristizabal	 poema_aristizabal_40_16_decoded	 SQValue=1.769	 1.769	 0.000	 0	 8000	-5.5280
 poema_aristizabal	 poema_aristizabal_40_17_decoded	 SQValue=4.077	 4.077	 0.000	 0	 8000	-6.3560
 poema_aristizabal	 poema_aristizabal_40_18_decoded	 SQValue=0.234	 0.234	 0.000	 0	 8000	-5.5000
 poema_aristizabal	 poema_aristizabal_40_19_decoded	 SQValue=0.135	 0.135	 0.000	 0	 8000	-5.5640
 poema_aristizabal	 poema_aristizabal_40_20_decoded	 SQValue=1.729	 1.729	 0.000	 0	 8000	-5.7600
 poema_aristizabal	 poema_aristizabal_40_21_decoded	 SQValue=2.610	 2.610	 0.000	 0	 8000	-6.3360
 poema_aristizabal	 poema_aristizabal_40_22_decoded	 SQValue=0.044	 0.044	 0.000	 0	 8000	-8.4600
 poema_aristizabal	 poema_aristizabal_40_23_decoded	 SQValue=0.156	 0.156	 0.000	 0	 8000	-1.6280
 poema_aristizabal	 poema_aristizabal_40_24_decoded	 SQValue=0.186	 0.186	 0.000	 0	 8000	-1.6280
 poema_aristizabal	 poema_aristizabal_40_25_decoded	 SQValue=3.021	 3.021	 0.000	 0	 8000	-6.6280
 poema_aristizabal	 poema_aristizabal_40_26_decoded	 SQValue=2.026	 2.026	 0.000	 0	 8000	-5.7640
 poema_aristizabal	 poema_aristizabal_40_27_decoded	 SQValue=0.176	 0.176	 0.000	 0	 8000	-1.6040
 poema_aristizabal	 poema_aristizabal_40_28_decoded	 SQValue=2.548	 2.548	 0.000	 0	 8000	-6.3480
 poema_aristizabal	 poema_aristizabal_40_29_decoded	 SQValue=-0.033	 -0.033	 0.000	 0	 8000	-6.3440
 poema_aristizabal	 poema_aristizabal_40_30_decoded	 SQValue=2.651	 2.651	 0.000	 0	 8000	-6.6360
 poema_aristizabal	 poema_aristizabal_40_31_decoded	 SQValue=0.132	 0.132	 0.000	 0	 8000	-5.5840
 poema_aristizabal	 poema_aristizabal_40_32_decoded	 SQValue=0.690	 0.690	 0.000	 0	 8000	-1.5960
 poema_aristizabal	 poema_aristizabal_40_33_decoded	 SQValue=1.883	 1.883	 0.000	 0	 8000	-6.0720
 poema_aristizabal	 poema_aristizabal_40_34_decoded	 SQValue=2.020	 2.020	 0.000	 0	 8000	-5.4960
 poema_aristizabal	 poema_aristizabal_40_35_decoded	 SQValue=0.184	 0.184	 0.000	 0	 8000	-1.6280
 poema_aristizabal	 poema_aristizabal_40_36_decoded	 SQValue=2.773	 2.773	 0.000	 0	 8000	-6.0800
 poema_aristizabal	 poema_aristizabal_40_37_decoded	 SQValue=2.232	 2.232	 0.000	 0	 8000	-6.1280
 poema_aristizabal	 poema_aristizabal_40_38_decoded	 SQValue=0.156	 0.156	 0.000	 0	 8000	-1.6280
 poema_aristizabal	 poema_aristizabal_40_39_decoded	 SQValue=1.651	 1.651	 0.000	 0	 8000	-5.7520
 poema_aristizabal	 poema_aristizabal_40_40_decoded	 SQValue=2.019	 2.019	 0.000	 0	 8000	-6.3640
 poema_aristizabal	 poema_aristizabal_40_41_decoded	 SQValue=3.428	 3.428	 0.000	 0	 8000	-6.6640
 poema_aristizabal	 poema_aristizabal_40_42_decoded	 SQValue=0.030	 0.030	 0.000	 0	 8000	-6.3440
 poema_aristizabal	 poema_aristizabal_40_43_decoded	 SQValue=0.078	 0.078	 0.000	 0	 8000	-6.6600
 poema_aristizabal	 poema_aristizabal_40_44_decoded	 SQValue=-0.050	 -0.050	 0.000	 0	 8000	-6.6600
 poema_aristizabal	 poema_aristizabal_40_45_decoded	 SQValue=-0.020	 -0.020	 0.000	 0	 8000	-1.5720
 poema_aristizabal	 poema_aristizabal_40_46_decoded	 SQValue=2.598	 2.598	 0.000	 0	 8000	-6.3480
 poema_aristizabal	 poema_aristizabal_40_47_decoded	 SQValue=4.057	 4.057	 0.000	 0	 8000	-6.6640
 poema_aristizabal	 poema_aristizabal_40_48_decoded	 SQValue=1.767	 1.767	 0.000	 0	 8000	-5.5720
 poema_aristizabal	 poema_aristizabal_40_49_decoded	 SQValue=0.148	 0.148	 0.000	 0	 8000	-1.6040
 poema_aristizabal	 poema_aristizabal_40_50_decoded	 SQValue=2.599	 2.599	 0.000	 0	 8000	-6.3520
 hombres_1	 hombres_1_5_1_decoded	 SQValue=3.734	 3.734	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_2_decoded	 SQValue=3.453	 3.453	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_3_decoded	 SQValue=3.308	 3.308	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_4_decoded	 SQValue=3.493	 3.493	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_5_decoded	 SQValue=3.521	 3.521	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_6_decoded	 SQValue=3.470	 3.470	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_7_decoded	 SQValue=3.476	 3.476	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_8_decoded	 SQValue=3.340	 3.340	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_9_decoded	 SQValue=3.730	 3.730	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_10_decoded	 SQValue=3.337	 3.337	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_11_decoded	 SQValue=3.291	 3.291	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_12_decoded	 SQValue=3.311	 3.311	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_13_decoded	 SQValue=3.269	 3.269	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_14_decoded	 SQValue=3.627	 3.627	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_15_decoded	 SQValue=3.581	 3.581	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_16_decoded	 SQValue=3.392	 3.392	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_17_decoded	 SQValue=3.540	 3.540	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_18_decoded	 SQValue=3.446	 3.446	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_19_decoded	 SQValue=3.662	 3.662	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_20_decoded	 SQValue=3.658	 3.658	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_21_decoded	 SQValue=3.548	 3.548	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_22_decoded	 SQValue=3.217	 3.217	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_23_decoded	 SQValue=3.591	 3.591	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_24_decoded	 SQValue=3.378	 3.378	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_25_decoded	 SQValue=3.553	 3.553	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_26_decoded	 SQValue=3.696	 3.696	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_27_decoded	 SQValue=3.599	 3.599	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_28_decoded	 SQValue=3.513	 3.513	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_29_decoded	 SQValue=3.488	 3.488	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_30_decoded	 SQValue=3.482	 3.482	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_31_decoded	 SQValue=3.629	 3.629	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_32_decoded	 SQValue=3.515	 3.515	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_33_decoded	 SQValue=3.652	 3.652	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_34_decoded	 SQValue=3.496	 3.496	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_35_decoded	 SQValue=3.496	 3.496	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_36_decoded	 SQValue=3.578	 3.578	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_37_decoded	 SQValue=3.644	 3.644	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_38_decoded	 SQValue=3.610	 3.610	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_39_decoded	 SQValue=3.624	 3.624	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_40_decoded	 SQValue=3.590	 3.590	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_41_decoded	 SQValue=3.303	 3.303	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_42_decoded	 SQValue=3.137	 3.137	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_43_decoded	 SQValue=3.545	 3.545	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_44_decoded	 SQValue=3.327	 3.327	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_45_decoded	 SQValue=3.626	 3.626	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_46_decoded	 SQValue=3.319	 3.319	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_47_decoded	 SQValue=3.365	 3.365	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_48_decoded	 SQValue=3.717	 3.717	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_49_decoded	 SQValue=3.377	 3.377	 0.000	 0	 8000	0.0040
 hombres_1	 hombres_1_5_50_decoded	 SQValue=3.523	 3.523	 0.000	 0	 8000	0.0040
 
